ts,ppg_raw,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,hr
1776047907943,2069188,3.4680414,3.4776216,8.670103,0.118507855,0.042760566,-0.064751714,0
1776047907984,2065427,3.662041,2.9507093,8.950325,0.118507855,0.042760566,-0.064751714,0
1776047908022,2064531,3.4848068,3.6907816,8.921584,-0.408058,0.2565634,-0.5693264,0
1776047908064,2066391,2.9986103,3.3027825,8.552746,-0.5839872,0.27122417,-0.37384954,0
1776047908104,2068766,3.4057698,3.2932022,8.677289,-0.29443705,0.39950588,0.1001819,0
1776047908144,2071375,3.1327336,3.62372,8.483289,-0.29443705,0.39950588,0.1001819,0
1776047908186,2073873,4.8428035,2.9243636,8.624598,-0.29443705,0.39950588,0.1001819,0
1776047908224,2075192,0.6897762,5.1781116,8.112056,-0.27366763,0.49113566,0.02321288,0
1776047908264,2074695,0.87898564,3.999744,9.273658,-0.50579643,0.24190263,1.0494665,0
1776047908303,2072733,2.641747,3.793769,9.074868,-0.36651915,0.33841935,1.1068878,0
1776047908344,2071552,1.4322436,3.326733,9.144324,-0.36651915,0.33841935,1.1068878,0
1776047908383,2070326,1.4346386,2.938734,8.696449,-0.36651915,0.33841935,1.1068878,0
1776047908429,2069257,1.7340207,2.2824886,8.500054,0.081855945,0.50823987,1.1068878,0
1776047908463,2068185,1.3699721,1.6885146,9.050918,0.008552114,0.516792,1.1178834,0
1776047908504,2067084,1.7052801,1.5639716,8.5479555,-0.13683382,0.68416905,0.81122905,0
1776047908543,2065489,1.5711569,-0.18441933,8.981461,-0.13683382,0.68416905,0.81122905,0
1776047908585,2063121,1.1376517,-0.7831834,9.338325,-0.13683382,0.68416905,0.81122905,0
1776047908624,2060898,1.449009,-0.47661617,9.2688675,-0.13683382,0.68416905,0.81122905,0
1776047908663,2059373,2.3998463,-0.7065416,10.432865,0.02076942,0.37873647,0.58032197,0
1776047908702,2057868,2.8333514,-0.34967822,10.308322,-0.012217305,0.44715336,0.22724187,0
1776047908743,2056716,2.7998207,0.15567866,10.042471,-0.1966986,0.37873647,0.32986724,0
1776047908784,2055611,1.9591559,0.01916045,9.604176,-0.1966986,0.37873647,0.32986724,0
1776047908823,2054001,0.5796036,0.6634306,9.453287,-0.1966986,0.37873647,0.32986724,0
1776047908863,2052824,0.383209,1.0107137,9.362274,0.20769419,0.032986723,1.1630874,0
1776047908905,2051688,1.3100958,0.30417213,9.968224,-0.111177474,0.31398472,-0.057421334,0
1776047908942,2050465,-0.22753033,1.4561942,10.806494,-0.14294247,-0.010995574,-0.4007276,0
1776047908983,2050292,0.30896226,0.20836988,10.380174,-0.14294247,-0.010995574,-0.4007276,0
1776047909024,2049965,0.60834426,0.4359002,9.826916,-0.14294247,-0.010995574,-0.4007276,0
1776047909063,2049813,0.7807883,0.8454548,9.276052,-0.015882496,0.11484267,-0.004886922,0
1776047909104,2049929,0.45027056,0.895751,9.316769,-0.06719518,0.13316862,0.07696902,0
1776047909144,2049492,0.5748135,0.9891582,9.683212,-0.12095132,0.14782938,0.09896017,0
1776047909186,2048006,0.46224585,0.9987384,9.79099,-0.12095132,0.14782938,0.09896017,0
1776047909224,2046101,0.3329128,0.7065416,9.836495,-0.12095132,0.14782938,0.09896017,0
1776047909263,2043992,0.3209375,0.58439374,9.841286,-0.118507855,0.09285152,0.10140363,0
1776047909303,2042124,0.4430854,0.3329128,9.635311,-0.12339478,0.11484267,0.087964594,0
1776047909344,2040664,0.22274023,0.5796036,9.654471,-0.22113322,0.06719518,0.07574729,0
1776047909384,2039600,0.3329128,0.7041465,9.556274,-0.32742378,0.09407325,0.09773844,0
1776047909423,2038376,0.25866607,-0.055086292,9.764644,-0.32742378,0.09407325,0.09773844,0
1776047909466,2037003,0.12454292,-0.011975281,9.889187,-0.032986723,-0.02321288,-0.010995574,0
1776047909505,2036042,0.10777753,-0.34249303,9.654471,0.08552113,0.056199603,0.004886922,0
1776047909543,2035249,0.3209375,0.03113573,9.551484,0.021991149,-0.010995574,0.002443461,0
1776047909582,2034901,0.045506068,0.31375235,9.719138,-0.037873644,-0.02076942,-0.007330383,0
1776047909623,2034786,0.22274023,0.29698697,9.7167425,-0.037873644,-0.02076942,-0.007330383,0
1776047909663,2034519,0.3065672,0.12454292,9.594595,-0.037873644,-0.02076942,-0.007330383,0
1776047909703,2034147,0.21316001,0.0071851686,9.692792,0.002443461,-0.002443461,-0.0036651916,0
1776047909742,2033769,0.1916045,0.13172808,9.697582,-0.008552114,0.0061086523,-0.002443461,0
1776047909784,2033214,0.17483911,0.19878966,9.721533,-0.03176499,-0.0036651916,0.002443461,0
1776047909823,2031764,0.18681438,0.08622202,9.683212,-0.03176499,-0.0036651916,0.002443461,0
1776047909864,2029947,0.1963946,0.08143191,9.661656,-0.03176499,-0.0036651916,0.002443461,0
1776047909903,2028098,0.15088853,0.15567866,9.707163,-0.036651913,0.009773844,-0.002443461,0
1776047909942,2026622,0.30417213,0.0047901124,9.704767,-0.018325957,0.012217305,0.0036651916,0
1776047909984,2025295,0.1796292,-0.0047901124,9.637706,0.010995574,0.0036651916,-0.0061086523,0
1776047910024,2024312,0.17244405,0.13891326,9.666447,-0.008552114,0.019547688,-0.0036651916,0
1776047910062,2023266,0.21316001,0.12454292,9.668841,-0.008552114,0.019547688,-0.0036651916,0
1776047910103,2022333,0.18920943,0.06945663,9.723928,0.014660766,0.0061086523,-0.002443461,0
1776047910144,2021634,0.21316001,-0.29219687,9.647286,0.0,0.02321288,0.0012217305,0
1776047910184,2020949,0.20597483,0.10538247,9.704767,-0.034208454,-0.004886922,-0.002443461,0
1776047910222,2020576,0.18681438,0.040715955,9.635311,-0.034208454,-0.004886922,-0.002443461,0
1776047910264,2020311,0.1916045,-0.1532836,9.676027,-0.034208454,-0.004886922,-0.002443461,0
1776047910303,2020134,0.19878966,-0.08143191,9.776619,0.004886922,0.007330383,0.007330383,0
1776047910343,2020071,0.06466652,0.06706157,9.704767,-0.059864793,-0.008552114,0.0,0
1776047910383,2020041,0.16046876,-0.047901124,9.731113,-0.029321533,-0.007330383,0.007330383,0
1776047910422,2019878,0.23711056,-0.26106113,9.608966,0.02321288,0.012217305,-0.002443461,0
1776047910462,2018615,0.11975281,0.059876405,9.707163,0.02321288,0.012217305,-0.002443461,0
1776047910503,2017027,0.15567866,0.08861708,9.7862,0.02321288,0.012217305,-0.002443461,0
1776047910542,2015669,0.20357978,-0.16046876,9.721533,0.0036651916,0.004886922,-0.0012217305,0
1776047910585,2014517,0.14849348,-0.052691236,9.647286,-0.007330383,0.002443461,0.0012217305,0
1776047910623,2013683,0.21076494,-0.0766418,9.680817,-0.018325957,0.002443461,0.002443461,0
1776047910664,2013135,0.18441933,0.011975281,9.652077,-0.015882496,-0.0036651916,0.002443461,0
1776047910703,2012402,0.1916045,-0.122147866,9.697582,-0.015882496,-0.0036651916,0.002443461,0
1776047910744,2011702,0.21076494,-0.040715955,9.685607,-0.010995574,-0.0036651916,0.002443461,0
1776047910784,2011266,0.17483911,-0.01916045,9.666447,0.0012217305,0.0,0.002443461,0
1776047910823,2011003,0.17483911,-0.091012135,9.707163,0.010995574,0.002443461,0.0,0
1776047910863,2010873,0.14609843,-0.11975281,9.740693,0.007330383,0.002443461,0.0012217305,0
1776047910903,2010848,0.22274023,-0.059876405,9.747879,0.007330383,0.002443461,0.0012217305,0
1776047910943,2010997,0.12693799,-0.079036854,9.762249,0.0036651916,0.0,0.0012217305,0
1776047910984,2011247,0.13891326,-0.06945663,9.714348,-0.0036651916,0.0,0.0012217305,0
1776047911022,2011461,0.13412315,-0.10059236,9.743089,-0.0061086523,-0.0012217305,0.0012217305,0
1776047911064,2011112,0.16046876,-0.035925843,9.755064,0.009773844,0.002443461,0.0012217305,0
1776047911104,2009839,0.17723416,-0.11735775,9.695188,0.009773844,0.002443461,0.0012217305,0
1776047911146,2008541,0.20597483,-0.023950562,9.647286,-0.008552114,0.0012217305,0.004886922,0
1776047911183,2007631,0.18920943,-0.033530787,9.740693,0.012217305,-0.0036651916,0.0012217305,0
1776047911222,2006919,0.22034517,-0.079036854,9.7167425,0.010995574,0.009773844,0.0012217305,0
1776047911267,2006523,0.11735775,0.047901124,9.673632,-0.013439035,-0.0036651916,0.0036651916,0
1776047911303,2006191,0.19878966,-0.009580225,9.690397,-0.013439035,-0.0036651916,0.0036651916,0
1776047911342,2005855,0.102987416,-0.14130831,9.711953,-0.013439035,-0.0036651916,0.0036651916,0
1776047911382,2005570,0.10777753,-0.026345618,9.659262,-0.014660766,0.0,0.0036651916,0
1776047911423,2005596,0.16286382,0.033530787,9.680817,-0.012217305,0.008552114,0.009773844,0
1776047911463,2005649,0.0766418,-0.17004898,9.752668,0.008552114,-0.0061086523,-0.0061086523,0
1776047911504,2005649,0.0766418,-0.17004898,9.752668,0.015882496,0.0036651916,-0.0012217305,0
1776047911543,2006222,0.22513528,-0.05748135,9.762249,0.015882496,0.0036651916,-0.0012217305,0
1776047911582,2006660,0.18920943,-0.15807371,9.695188,0.009773844,-0.002443461,-0.0012217305,0
1776047911623,2007185,0.1796292,-0.08382697,9.707163,0.013439035,0.007330383,0.002443461,0
1776047911662,2007041,0.18920943,0.0,9.714348,-0.0012217305,-0.0012217305,0.004886922,0
1776047911702,2005936,0.17004898,-0.052691236,9.707163,-0.004886922,-0.0036651916,0.002443461,0
1776047911744,2004685,0.10777753,-0.102987416,9.690397,-0.004886922,-0.0036651916,0.002443461,0
1776047911782,2003444,0.22034517,-0.026345618,9.750274,-0.004886922,-0.004886922,0.0012217305,0
1776047911823,2002592,0.09340719,-0.009580225,9.656866,-0.007330383,-0.0012217305,0.0012217305,0
1776047911862,2002132,0.20357978,-0.04311101,9.709558,0.0061086523,0.0061086523,0.0012217305,0
1776047911902,2001766,0.15088853,-0.08622202,9.668841,0.010995574,-0.0012217305,0.002443461,0
1776047911944,2001428,0.14849348,-0.014370337,9.680817,0.010995574,-0.0012217305,0.002443461,0
1776047911986,2001225,0.16765393,-0.011975281,9.750274,-0.021991149,0.004886922,0.0,0
1776047912022,2001133,0.13891326,-0.110172585,9.688003,0.008552114,0.0,0.002443461,0
1776047912063,2001263,0.16765393,0.052691236,9.692792,0.0036651916,0.0012217305,0.0012217305,0
1776047912103,2001468,0.18920943,0.08382697,9.702373,-0.02076942,-0.009773844,0.004886922,0
1776047912142,2001870,0.17004898,-0.0766418,9.656866,-0.02076942,-0.009773844,0.004886922,0
1776047912187,2002271,0.1532836,-0.15088853,9.630521,-0.010995574,-0.004886922,0.002443461,0
1776047912223,2002744,0.14849348,0.0,9.685607,-0.018325957,-0.002443461,0.0036651916,0
1776047912263,2003249,0.21076494,-0.03113573,9.743089,0.004886922,0.002443461,0.0012217305,0
1776047912303,2003186,0.17244405,-0.20118472,9.709558,0.013439035,0.004886922,0.002443461,0
1776047912343,2002059,0.15088853,-0.009580225,9.652077,0.013439035,0.004886922,0.002443461,0
1776047912382,2000654,0.15088853,-0.052691236,9.656866,0.013439035,0.004886922,0.002443461,0
1776047912423,1999529,0.23711056,-0.10059236,9.695188,-0.008552114,-0.0061086523,0.002443461,0
1776047912468,1998638,0.1532836,-0.026345618,9.738298,0.004886922,0.0061086523,0.002443461,0
1776047912502,1998207,0.1532836,-0.055086292,9.757459,0.0061086523,0.004886922,0.002443461,0
1776047912542,1997819,0.1796292,-0.01916045,9.767039,0.0036651916,0.0012217305,0.0012217305,0
1776047912582,1997467,0.21316001,-0.10059236,9.743089,0.0036651916,0.0012217305,0.0012217305,0
1776047912622,1997142,0.16765393,-0.0071851686,9.714348,-0.02321288,-0.007330383,0.004886922,0
1776047912665,1997012,0.2179501,-0.0383209,9.752668,-0.008552114,0.0036651916,0.0,0
1776047912704,1997194,0.16286382,-0.06466652,9.707163,-0.0036651916,0.002443461,0.0036651916,0
1776047912743,1997397,0.14849348,-0.021555506,9.673632,-0.018325957,-0.0012217305,0.002443461,0
1776047912783,1997672,0.13651821,-0.06227146,9.659262,-0.018325957,-0.0012217305,0.002443461,0
1776047912823,1998113,0.21555506,-0.15567866,9.676027,0.002443461,0.002443461,0.0012217305,0
1776047912862,1998534,0.0766418,0.0383209,9.731113,-0.02321288,-0.007330383,0.0,0
1776047912906,1999171,0.28501168,-0.06945663,9.688003,-0.014660766,-0.0012217305,-0.0012217305,0
1776047912943,1999676,0.08382697,-0.122147866,9.714348,-0.0061086523,0.0036651916,0.0012217305,0
1776047912983,1999290,0.0766418,-0.13412315,9.699978,-0.0061086523,0.0036651916,0.0012217305,0
1776047913022,1998025,0.20118472,-0.06227146,9.7167425,-0.0061086523,0.0036651916,0.0012217305,0
1776047913063,1996783,0.14849348,-0.18920943,9.757459,-0.0012217305,0.019547688,0.0061086523,0
1776047913103,1995859,0.08382697,-0.055086292,9.644892,0.0012217305,-0.004886922,-0.007330383,0
1776047913143,1995169,0.2179501,-0.047901124,9.781409,-0.010995574,0.009773844,0.002443461,0
1776047913182,1994997,0.08861708,-0.110172585,9.661656,-0.010995574,0.009773844,0.002443461,0
1776047913222,1994902,0.18441933,-0.12454292,9.640101,-0.0012217305,0.0036651916,0.0061086523,0
1776047913264,1994772,0.13651821,-0.07424674,9.752668,-0.021991149,0.0,0.002443461,0
1776047913304,1994748,0.20357978,-0.18202427,9.692792,0.004886922,0.004886922,-0.0012217305,0
1776047913343,1994818,0.079036854,-0.17244405,9.728718,0.017104227,0.002443461,0.0012217305,0
1776047913383,1995108,0.14609843,-0.059876405,9.709558,0.017104227,0.002443461,0.0012217305,0
1776047913425,1995545,0.14370337,-0.0981973,9.774224,-0.0036651916,0.0012217305,-0.002443461,0
1776047913463,1996088,0.15088853,-0.24669078,9.664052,0.012217305,0.007330383,0.0,0
1776047913503,1996615,0.091012135,-0.09340719,9.721533,-0.02076942,-0.0036651916,0.0,0
1776047913544,1997280,0.14609843,-0.10777753,9.714348,-0.010995574,0.0,0.0,0
1776047913582,1997989,0.14849348,-0.15567866,9.690397,-0.010995574,0.0,0.0,0
1776047913623,1998472,0.102987416,-0.071851686,9.671237,-0.010995574,0.0,0.0,0
1776047913663,1997912,0.15088853,-0.0023950562,9.709558,-0.018325957,-0.002443461,0.002443461,0
1776047913703,1996700,0.16765393,-0.19399956,9.707163,0.009773844,0.0061086523,0.0012217305,0
1776047913744,1995762,0.15567866,-0.122147866,9.702373,0.0012217305,-0.0061086523,0.0012217305,0
1776047913782,1995034,0.102987416,-0.035925843,9.762249,-0.009773844,-0.0036651916,0.0012217305,0
1776047913822,1994806,0.14849348,-0.11975281,9.692792,-0.009773844,-0.0036651916,0.0012217305,0
1776047913863,1994708,0.079036854,-0.22753033,9.676027,-0.009773844,-0.0036651916,0.0012217305,0
1776047913910,1994380,0.17723416,-0.16046876,9.692792,-0.009773844,-0.0036651916,0.0012217305,0
1776047913943,1994380,0.17723416,-0.16046876,9.692792,-0.009773844,-0.0036651916,0.0012217305,0
1776047913986,1994470,0.14849348,-0.17244405,9.697582,-0.009773844,-0.0036651916,0.0012217305,0
1776047914023,1994804,0.12693799,-0.14370337,9.688003,-0.009773844,-0.0036651916,0.0012217305,0
1776047914063,1995237,0.102987416,-0.03113573,9.704767,-0.0036651916,-0.0012217305,0.002443461,0
1776047914105,1995697,0.17244405,-0.1532836,9.704767,0.0036651916,0.0012217305,0.0,0
1776047914142,1996394,0.16046876,-0.13651821,9.688003,0.0036651916,0.0012217305,0.0,0
1776047914182,1997135,0.11256764,-0.059876405,9.704767,0.013439035,0.0036651916,0.002443461,0
1776047914224,1997888,0.14849348,-0.16765393,9.735904,0.010995574,0.0,0.002443461,0
1776047914263,1998209,0.14130831,-0.12693799,9.719138,0.004886922,-0.002443461,0.0012217305,0
1776047914304,1997439,0.1796292,-0.11256764,9.695188,0.002443461,0.0,0.002443461,0
1776047914343,1996211,0.17004898,-0.11256764,9.702373,0.002443461,0.0,0.002443461,0
1776047914383,1995300,0.16765393,-0.09340719,9.743089,0.0036651916,-0.002443461,0.0012217305,0
1776047914422,1994675,0.18441933,-0.1149627,9.699978,0.002443461,0.0012217305,0.002443461,0
1776047914462,1994594,0.18920943,-0.11975281,9.707163,0.0012217305,0.0,0.002443461,0
1776047914504,1994605,0.16525888,-0.15807371,9.726323,0.0036651916,0.002443461,0.0012217305,0
1776047914545,1994575,0.14370337,-0.102987416,9.623336,0.0036651916,0.002443461,0.0012217305,0
1776047914584,1994559,0.1796292,-0.10777753,9.723928,-0.0012217305,0.0012217305,0.002443461,0
1776047914622,1994782,0.17483911,-0.16286382,9.664052,0.007330383,0.0,0.0012217305,0
1776047914662,1995076,0.15807371,-0.15088853,9.697582,0.002443461,0.002443461,0.002443461,0
1776047914703,1995684,0.16046876,-0.08622202,9.692792,0.0012217305,-0.0012217305,0.002443461,0
1776047914744,1996269,0.13412315,-0.1149627,9.695188,0.0012217305,-0.0012217305,0.002443461,0
1776047914783,1996988,0.14849348,-0.079036854,9.688003,-0.013439035,-0.0036651916,0.0012217305,0
1776047914823,1997735,0.14609843,-0.071851686,9.652077,-0.0036651916,0.0036651916,0.0036651916,0
1776047914862,1998552,0.1796292,-0.13412315,9.745483,0.013439035,0.0012217305,0.002443461,0
1776047914902,1998986,0.14849348,-0.08861708,9.676027,0.0012217305,-0.002443461,0.002443461,0
1776047914943,1998275,0.12693799,-0.05748135,9.702373,-0.0061086523,-0.002443461,0.002443461,0
1776047914983,1996922,0.17723416,-0.16046876,9.723928,-0.0061086523,-0.002443461,0.002443461,0
1776047915024,1995701,0.12933303,-0.06227146,9.707163,-0.002443461,-0.002443461,-0.002443461,0
1776047915062,1994851,0.079036854,-0.15567866,9.697582,-0.004886922,0.0,0.0,0
1776047915102,1994430,0.16765393,-0.14370337,9.659262,0.0012217305,0.0012217305,-0.0012217305,0
1776047915143,1994301,0.102987416,-0.14370337,9.704767,0.0036651916,0.002443461,0.0,0
1776047915182,1994184,0.20836988,-0.06466652,9.731113,0.0036651916,0.002443461,0.0,0
1776047915222,1994040,0.16765393,-0.12933303,9.719138,0.002443461,0.002443461,0.0,0
1776047915263,1994027,0.12454292,-0.13891326,9.709558,-0.002443461,0.0012217305,-0.0012217305,0
1776047915303,1994237,0.13891326,-0.091012135,9.702373,-0.0036651916,0.0012217305,0.0,0
1776047915342,1994643,0.17483911,-0.09340719,9.728718,-0.0012217305,0.002443461,0.0,0
1776047915383,1995211,0.11256764,-0.10777753,9.764644,-0.0012217305,0.002443461,0.0,0
1776047915422,1995853,0.12693799,-0.09340719,9.7167425,-0.017104227,-0.0036651916,0.0,0
1776047915463,1996570,0.11975281,-0.045506068,9.731113,-0.009773844,0.0,-0.0012217305,0
1776047915502,1997328,0.18202427,-0.17004898,9.702373,0.015882496,0.002443461,-0.0012217305,0
1776047915543,1998017,0.15807371,-0.06706157,9.699978,-0.002443461,-0.0012217305,0.0,0
1776047915582,1997940,0.1963946,-0.04311101,9.735904,-0.002443461,-0.0012217305,0.0,0
1776047915624,1996853,0.21076494,-0.15088853,9.7167425,0.004886922,0.004886922,-0.002443461,0
1776047915662,1995540,0.19878966,-0.028740674,9.728718,-0.010995574,-0.0012217305,-0.0012217305,0
1776047915702,1994633,0.16525888,-0.0766418,9.671237,-0.007330383,0.004886922,-0.002443461,0
1776047915742,1993962,0.11735775,-0.20118472,9.735904,-0.0012217305,0.002443461,-0.002443461,0
1776047915783,1993791,0.1916045,-0.055086292,9.721533,-0.0012217305,0.002443461,-0.002443461,0
1776047915822,1993684,0.13891326,-0.102987416,9.692792,-0.0012217305,0.002443461,-0.002443461,0
1776047915862,1993577,0.16046876,-0.11256764,9.707163,-0.007330383,0.002443461,-0.002443461,0
1776047915904,1993606,0.12933303,-0.0981973,9.723928,0.0,0.0061086523,0.0,0
1776047915943,1993741,0.16525888,-0.08622202,9.752668,-0.004886922,0.0012217305,0.0012217305,0
1776047915983,1994107,0.1796292,-0.05029618,9.714348,-0.009773844,0.002443461,0.0012217305,0
1776047916023,1994678,0.16286382,-0.13891326,9.745483,-0.009773844,0.002443461,0.0012217305,0
1776047916063,1995346,0.14130831,-0.122147866,9.690397,-0.007330383,0.008552114,0.0012217305,0
1776047916103,1996051,0.20836988,-0.12693799,9.668841,-0.012217305,0.0,-0.0012217305,0
1776047916142,1996829,0.11256764,-0.07424674,9.702373,-0.009773844,-0.0012217305,-0.0012217305,0
1776047916183,1997587,0.11735775,-0.06227146,9.745483,-0.0036651916,0.004886922,-0.0036651916,0
1776047916222,1998439,0.15567866,-0.079036854,9.702373,-0.0036651916,0.004886922,-0.0036651916,0
1776047916263,1998693,0.17244405,-0.03113573,9.685607,-0.010995574,0.0012217305,0.0,0
1776047916303,1997778,0.0981973,-0.0981973,9.709558,-0.008552114,0.0036651916,-0.002443461,0
1776047916342,1996606,0.16525888,-0.12454292,9.769434,-0.007330383,0.0,-0.0012217305,0
1776047916391,1995735,0.11256764,-0.11256764,9.733508,-0.0036651916,0.0,-0.0012217305,0
1776047916423,1995170,0.17244405,-0.102987416,9.728718,-0.0036651916,0.0,-0.0012217305,0
1776047916463,1995114,0.16525888,-0.110172585,9.673632,0.0012217305,0.0036651916,0.0,0
1776047916504,1995163,0.15567866,-0.14370337,9.699978,-0.007330383,-0.002443461,0.0,0
1776047916544,1995027,0.14849348,-0.06945663,9.738298,-0.007330383,-0.002443461,0.0,0
1776047916582,1994949,0.16525888,-0.14370337,9.673632,0.007330383,0.002443461,-0.0012217305,0
1776047916622,1995136,0.12933303,-0.09580225,9.704767,0.007330383,0.002443461,-0.0012217305,0
1776047916663,1995438,0.06945663,-0.040715955,9.688003,-0.008552114,-0.0036651916,0.0,0
1776047916705,1996018,0.18681438,-0.12693799,9.733508,0.008552114,0.007330383,0.0,0
1776047916742,1996706,0.13172808,-0.08382697,9.7167425,-0.009773844,-0.004886922,0.0012217305,0
1776047916782,1997363,0.11256764,-0.06945663,9.7167425,-0.004886922,-0.004886922,0.0,0
1776047916822,1997960,0.17483911,-0.16286382,9.704767,-0.004886922,-0.004886922,0.0,0
1776047916862,1998885,0.08622202,-0.09580225,9.688003,-0.004886922,-0.004886922,0.0,0
1776047916906,1999407,0.11256764,-0.15807371,9.757459,-0.0036651916,-0.0012217305,-0.0012217305,0
1776047916942,1998872,0.15567866,-0.05748135,9.719138,0.002443461,-0.0012217305,-0.0012217305,0
1776047916985,1997854,0.15807371,-0.059876405,9.738298,-0.0012217305,0.002443461,0.0,0
1776047917022,1997086,0.055086292,-0.110172585,9.692792,-0.0012217305,0.002443461,0.0,0
1776047917062,1996587,0.18441933,-0.110172585,9.704767,0.0,0.0,-0.0012217305,0
1776047917102,1996603,0.15807371,-0.091012135,9.649681,0.0036651916,0.002443461,0.0,0
1776047917143,1996774,0.17244405,-0.06706157,9.738298,-0.009773844,-0.002443461,0.0,0
1776047917182,1996909,0.15567866,-0.014370337,9.728718,0.0,0.0,-0.002443461,0
1776047917223,1997069,0.15088853,-0.13651821,9.707163,0.0,0.0,-0.002443461,0
1776047917264,1997422,0.12933303,-0.10538247,9.728718,0.0036651916,0.002443461,0.0,0
1776047917304,1997924,0.13891326,-0.033530787,9.747879,0.0012217305,-0.002443461,-0.0012217305,0
1776047917344,1998597,0.20357978,-0.091012135,9.731113,0.002443461,0.004886922,-0.0012217305,0
1776047917382,1999416,0.09340719,-0.17723416,9.688003,-0.014660766,-0.002443461,0.0012217305,0
1776047917422,2000202,0.15567866,-0.05748135,9.714348,-0.014660766,-0.007330383,-0.0012217305,0
1776047917463,2001099,0.12933303,-0.17483911,9.743089,-0.014660766,-0.007330383,-0.0012217305,0
1776047917503,2002079,0.15088853,-0.091012135,9.719138,-0.0036651916,-0.002443461,0.0012217305,0
1776047917543,2002334,0.19399956,-0.016765393,9.692792,-0.0036651916,0.0,-0.0012217305,0
1776047917582,2001627,0.14130831,-0.026345618,9.726323,-0.0012217305,0.0,-0.0012217305,0
1776047917623,2000565,0.17244405,-0.0981973,9.678422,-0.004886922,0.004886922,-0.0012217305,0
1776047917663,1999750,0.16046876,-0.09340719,9.685607,-0.004886922,0.004886922,-0.0012217305,0
1776047917702,1999179,0.06466652,-0.08143191,9.740693,-0.0036651916,0.0,0.0,0
1776047917743,1999178,0.16286382,-0.13412315,9.723928,0.004886922,0.0012217305,-0.0012217305,0
1776047917784,1999291,0.09580225,-0.08143191,9.745483,-0.007330383,-0.002443461,0.0,0
1776047917822,1999336,0.18441933,-0.01916045,9.7167425,-0.012217305,0.0,-0.0012217305,0
1776047917862,1999454,0.22274023,-0.13891326,9.769434,-0.012217305,0.0,-0.0012217305,0
1776047917903,1999752,0.13651821,-0.0383209,9.697582,-0.012217305,0.0,-0.0012217305,0
